borough,neighborhood,building_class_category,tax_class_as_of_final_roll,block,lot,building_class_as_of_final,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of,sale_price,sale_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,apartment_number
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,235,1001,R4,"136 BAXTER STREET, 1A/2A",10013,1.0,0.0,1.0,0,0,1915.0,2,R4,4800000,2019-06-27T00:00:00.000,40.718606,-73.998658,102.0,1.0,41.0,1087870.0,1002357501.0,SoHo-TriBeCa-Civic Center-Little Italy,1A/2A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,235,1005,R4,"136 BAXTER STREET, 2B",10013,1.0,0.0,1.0,0,0,1915.0,2,R4,0,2019-11-18T00:00:00.000,40.718606,-73.998658,102.0,1.0,41.0,1087870.0,1002357501.0,SoHo-TriBeCa-Civic Center-Little Italy,2B
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,236,1211,R4,"133 MULBERRY STREET, 4D",10013,1.0,0.0,1.0,0,0,1920.0,2,R4,2275000,2019-04-29T00:00:00.000,40.718455,-73.99776,102.0,1.0,41.0,1003081.0,1002367503.0,SoHo-TriBeCa-Civic Center-Little Italy,4D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,239,1004,R4,"80 ELIZABETH STREET, 2C",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-07-01T00:00:00.000,40.718046,-73.996035,102.0,1.0,41.0,1003115.0,1002397501.0,SoHo-TriBeCa-Civic Center-Little Italy,2C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,239,1015,R4,"80 ELIZABETH STREET, 2P",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-04-30T00:00:00.000,40.718046,-73.996035,102.0,1.0,41.0,1003115.0,1002397501.0,SoHo-TriBeCa-Civic Center-Little Italy,2P
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,239,1050,R4,"80 ELIZABETH STREET, 6B",10013,1.0,0.0,1.0,0,0,,2,R4,800000,2019-02-06T00:00:00.000,40.718046,-73.996035,102.0,1.0,41.0,1003115.0,1002397501.0,SoHo-TriBeCa-Civic Center-Little Italy,6B
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,239,1073,R4,"80 ELIZABETH STREET, 7M",10013,1.0,0.0,1.0,0,0,,2,R4,800000,2019-05-17T00:00:00.000,40.718046,-73.996035,102.0,1.0,41.0,1003115.0,1002397501.0,SoHo-TriBeCa-Civic Center-Little Italy,7M
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,239,1079,R4,"80 ELIZABETH STREET, 8E",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-06-04T00:00:00.000,40.718046,-73.996035,102.0,1.0,41.0,1003115.0,1002397501.0,SoHo-TriBeCa-Civic Center-Little Italy,8E
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,277,1037,R4,"60 HENRY STREET, 4C1",10002,1.0,0.0,1.0,0,0,1989.0,2,R4,0,2019-12-05T00:00:00.000,40.712968,-73.995008,103.0,1.0,8.0,1077812.0,1002777501.0,Chinatown,4C1
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,277,1068,R4,"60 HENRY STREET, 9F1",10002,1.0,0.0,1.0,0,0,1989.0,2,R4,0,2019-12-06T00:00:00.000,40.712968,-73.995008,103.0,1.0,8.0,1077812.0,1002777501.0,Chinatown,9F1
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,277,1078,R4,"60 HENRY STREET, 11F1",10002,1.0,0.0,1.0,0,0,1989.0,2,R4,0,2019-06-26T00:00:00.000,40.712968,-73.995008,103.0,1.0,8.0,1077812.0,1002777501.0,Chinatown,11F1
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,277,1202,R4,"50 HENRY STREET, 2A",10002,1.0,0.0,1.0,0,0,,2,R4,458000,2019-09-26T00:00:00.000,40.712935,-73.995379,103.0,1.0,8.0,1003345.0,1002777502.0,Chinatown,2A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,292,1115,R4,"86 CANAL STREET, 6A",10002,1.0,0.0,1.0,0,0,2012.0,2,R4,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,6A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,292,1118,R4,"86 CANAL STREET, 6D",10002,1.0,0.0,1.0,0,0,2012.0,2,R4,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,6D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,292,1122,R4,"86 CANAL STREET, 7D",10002,1.0,0.0,1.0,0,0,2012.0,2,R4,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,7D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,292,1133,R4,"86 CANAL STREET, 10C",10002,1.0,0.0,1.0,0,0,2012.0,2,R4,661863,2019-03-19T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,10C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,292,1139,R4,"86 CANAL STREET, 12A",10002,1.0,0.0,1.0,0,0,2012.0,2,R4,809509,2019-05-22T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,12A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,293,1007,R4,"18 ELDRIDGE STREET, 4A",10002,1.0,0.0,1.0,0,0,2007.0,2,R4,680000,2019-05-07T00:00:00.000,40.714906,-73.993622,103.0,1.0,16.0,1087758.0,1002937501.0,Chinatown,4A
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,172,1602,R1,"372 BROADWAY, R3",10013,1.0,0.0,1.0,0,0,1915.0,2,R1,4300000,2019-12-30T00:00:00.000,40.717791,-74.003232,101.0,1.0,31.0,1001865.0,1001727505.0,SoHo-TriBeCa-Civic Center-Little Italy,R3
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,172,1603,R1,"372 BROADWAY, R4",10013,1.0,0.0,1.0,0,0,1915.0,2,R1,5224735,2019-03-15T00:00:00.000,40.717791,-74.003232,101.0,1.0,31.0,1001865.0,1001727505.0,SoHo-TriBeCa-Civic Center-Little Italy,R4
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,172,1604,R1,"372 BROADWAY, R5",10013,1.0,0.0,1.0,0,0,1915.0,2,R1,4800000,2019-04-17T00:00:00.000,40.717791,-74.003232,101.0,1.0,31.0,1001865.0,1001727505.0,SoHo-TriBeCa-Civic Center-Little Italy,R5
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,195,1102,R1,"83 WALKER STREET, 2",10013,1.0,0.0,1.0,0,0,2014.0,2,R1,1850000,2019-06-13T00:00:00.000,40.718181,-74.001566,101.0,1.0,31.0,1090537.0,1001957502.0,SoHo-TriBeCa-Civic Center-Little Italy,2
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,195,1103,R1,"83 WALKER STREET, 3",10013,1.0,0.0,1.0,0,0,2014.0,2,R1,2140000,2019-02-05T00:00:00.000,40.718181,-74.001566,101.0,1.0,31.0,1090537.0,1001957502.0,SoHo-TriBeCa-Civic Center-Little Italy,3
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,195,1105,R1,"83 WALKER STREET, 5",10013,1.0,0.0,1.0,0,0,2014.0,2,R1,2200000,2019-04-15T00:00:00.000,40.718181,-74.001566,101.0,1.0,31.0,1090537.0,1001957502.0,SoHo-TriBeCa-Civic Center-Little Italy,5
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,205,1102,R1,"180 HESTER STREET, R3",10013,1.0,0.0,1.0,0,0,,2,R1,10100295,2019-08-15T00:00:00.000,40.718109,-73.99781,102.0,1.0,41.0,1087706.0,1002057502.0,SoHo-TriBeCa-Civic Center-Little Italy,R3
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,205,1103,R1,"180 HESTER STREET, R4",10013,1.0,0.0,1.0,0,0,,2,R1,10100295,2019-08-15T00:00:00.000,40.718109,-73.99781,102.0,1.0,41.0,1087706.0,1002057502.0,SoHo-TriBeCa-Civic Center-Little Italy,R4
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,205,1104,R1,"180 HESTER STREET, R5",10013,1.0,0.0,1.0,0,0,,2,R1,10100295,2019-08-15T00:00:00.000,40.718109,-73.99781,102.0,1.0,41.0,1087706.0,1002057502.0,SoHo-TriBeCa-Civic Center-Little Italy,R5
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,205,1105,R1,"180 HESTER STREET, PH",10013,1.0,0.0,1.0,0,0,,2,R1,10100295,2019-08-15T00:00:00.000,40.718109,-73.99781,102.0,1.0,41.0,1087706.0,1002057502.0,SoHo-TriBeCa-Civic Center-Little Italy,PH
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,237,1103,R1,"181 HESTER STREET, 3A",10013,1.0,0.0,1.0,0,0,2004.0,2,R1,0,2019-02-01T00:00:00.000,40.717978,-73.997392,102.0,1.0,41.0,1087250.0,1002377502.0,SoHo-TriBeCa-Civic Center-Little Italy,3A
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,237,1104,R1,"181 HESTER STREET, 3B",10013,1.0,0.0,1.0,0,0,2004.0,2,R1,0,2019-02-01T00:00:00.000,40.717978,-73.997392,102.0,1.0,41.0,1087250.0,1002377502.0,SoHo-TriBeCa-Civic Center-Little Italy,3B
1,CHINATOWN,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,237,1109,R1,"181 HESTER STREET, 6A",10013,1.0,0.0,1.0,0,0,2004.0,2,R1,0,2019-08-23T00:00:00.000,40.717978,-73.997392,102.0,1.0,41.0,1087250.0,1002377502.0,SoHo-TriBeCa-Civic Center-Little Italy,6A
1,CHINATOWN,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,205,1101,R8,"180 HESTER STREET, C",10013,1.0,0.0,1.0,0,0,,2,R8,10100295,2019-08-15T00:00:00.000,40.718109,-73.99781,102.0,1.0,41.0,1087706.0,1002057502.0,SoHo-TriBeCa-Civic Center-Little Italy,C
1,CHINATOWN,21 OFFICE BUILDINGS,4,204,27,O5,167-169 CANAL STREET,10013,0.0,13.0,13.0,"3,158","14,775",1900.0,4,O5,0,2019-06-05T00:00:00.000,40.716591,-73.997096,102.0,1.0,41.0,1002622.0,1002040027.0,SoHo-TriBeCa-Civic Center-Little Italy,
1,CHINATOWN,22 STORE BUILDINGS,4,162,26,K4,15 DOYERS STREET,10013,2.0,5.0,7.0,"2,941","8,571",1915.0,4,K4,0,2019-09-12T00:00:00.000,40.714621,-73.998113,103.0,1.0,29.0,1001700.0,1001620026.0,Chinatown,
1,CHINATOWN,22 STORE BUILDINGS,4,162,26,K4,15 DOYERS STREET,10013,2.0,5.0,7.0,"2,941","8,571",1915.0,4,K4,0,2019-07-08T00:00:00.000,40.714621,-73.998113,103.0,1.0,29.0,1001700.0,1001620026.0,Chinatown,
1,CHINATOWN,22 STORE BUILDINGS,4,162,48,K4,16 DOYERS STREET,10013,2.0,2.0,4.0,665,"1,995",1920.0,4,K4,0,2019-03-27T00:00:00.000,40.714621,-73.998092,103.0,1.0,29.0,1001712.0,1001620048.0,Chinatown,
1,CHINATOWN,22 STORE BUILDINGS,4,163,35,K4,26 BOWERY,10013,4.0,2.0,6.0,"2,437","11,565",1920.0,4,K4,0,2019-04-26T00:00:00.000,40.714906,-73.996909,103.0,1.0,29.0,1001802.0,1001630035.0,Chinatown,
1,CHINATOWN,22 STORE BUILDINGS,4,205,25,K4,107 MOTT STREET,10013,1.0,2.0,3.0,"2,467","2,730",1900.0,4,K4,0,2019-09-20T00:00:00.000,40.717418,-73.997399,102.0,1.0,41.0,1079540.0,1002050025.0,SoHo-TriBeCa-Civic Center-Little Italy,
1,CHINATOWN,22 STORE BUILDINGS,4,277,48,K1,25 CATHERINE STREET,10038,0.0,4.0,4.0,"1,418","1,394",1910.0,4,K1,3000000,2019-12-04T00:00:00.000,40.712694,-73.997082,103.0,1.0,8.0,1003354.0,1002770048.0,Chinatown,
1,CHINATOWN,22 STORE BUILDINGS,4,301,11,K7,93 CANAL STREET,10002,0.0,1.0,1.0,"1,250","2,500",1900.0,4,K7,0,2019-06-19T00:00:00.000,40.71545,-73.993684,103.0,1.0,16.0,1081953.0,1003010011.0,Chinatown,
1,CHINATOWN,22 STORE BUILDINGS,4,303,5,K4,149 CANAL STREET,10002,0.0,5.0,5.0,"1,910","7,205",1910.0,4,K4,7250000,2019-10-10T00:00:00.000,40.716504,-73.995725,103.0,1.0,16.0,1003903.0,1003030005.0,Chinatown,
1,CHINATOWN,22 STORE BUILDINGS,4,306,33,K2,71 ELDRIDGE,10002,0.0,3.0,3.0,"2,500","3,550",1910.0,4,K2,5880000,2019-04-15T00:00:00.000,,,,,,,,,
1,CHINATOWN,22 STORE BUILDINGS,4,307,17,K2,295 GRAND STREET,10002,0.0,2.0,2.0,"1,294","2,588",1910.0,4,K2,2900000,2019-06-18T00:00:00.000,40.717582,-73.991995,103.0,1.0,16.0,1003979.0,1003070017.0,Chinatown,
1,CHINATOWN,23 LOFT BUILDINGS,4,172,13,L8,83 WHITE STREET,10013,0.0,5.0,5.0,"5,033","25,000",1915.0,4,L8,0,2019-05-10T00:00:00.000,40.717538,-74.002085,101.0,1.0,31.0,1001869.0,1001720013.0,SoHo-TriBeCa-Civic Center-Little Italy,
1,CHINATOWN,23 LOFT BUILDINGS,4,196,29,L2,78 WALKER STREET,10013,0.0,8.0,8.0,"4,551","41,200",1915.0,4,L2,0,2019-05-10T00:00:00.000,40.71826,-74.001699,101.0,1.0,31.0,1002353.0,1001960029.0,SoHo-TriBeCa-Civic Center-Little Italy,
1,CHINATOWN,23 LOFT BUILDINGS,4,301,1,L8,99 CANAL STREET,10002,0.0,12.0,12.0,"3,775","21,230",1900.0,4,L8,0,2019-06-19T00:00:00.000,40.715521,-73.993911,103.0,1.0,16.0,1081956.0,1003010001.0,Chinatown,
1,CHINATOWN,23 LOFT BUILDINGS,4,301,10,L8,95 CANAL STREET,10002,0.0,7.0,7.0,"2,512","7,875",1900.0,4,L8,0,2019-06-19T00:00:00.000,40.715474,-73.993759,103.0,1.0,16.0,1081954.0,1003010010.0,Chinatown,
1,CHINATOWN,23 LOFT BUILDINGS,4,301,12,L8,91 CANAL STREET,10002,0.0,2.0,2.0,"1,250","5,600",1900.0,4,L8,0,2019-06-19T00:00:00.000,40.715428,-73.993604,103.0,1.0,16.0,1081952.0,1003010012.0,Chinatown,
1,CHINATOWN,23 LOFT BUILDINGS,4,301,13,L8,89 CANAL STREET,10002,0.0,4.0,4.0,"1,250","5,020",1900.0,4,L8,0,2019-06-19T00:00:00.000,40.715403,-73.993529,103.0,1.0,16.0,1081957.0,1003010013.0,Chinatown,
1,CHINATOWN,27 FACTORIES,4,196,31,F1,72 WALKER STREET,10013,0.0,6.0,6.0,"6,060","30,000",1912.0,4,F1,0,2019-05-10T00:00:00.000,40.718477,-74.002179,101.0,1.0,31.0,1002354.0,1001960031.0,SoHo-TriBeCa-Civic Center-Little Italy,
1,CHINATOWN,29 COMMERCIAL GARAGES,4,164,17,G1,62 MULBERRY STREET,10013,0.0,1.0,1.0,"4,825","34,800",1999.0,4,G1,18750000,2019-07-24T00:00:00.000,40.715628,-73.999437,103.0,1.0,29.0,1088223.0,1001640017.0,Chinatown,
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,162,1006,RB,"7 CHATHAM SQUARE, 222",10038,0.0,1.0,1.0,0,0,1899.0,4,RB,0,2019-05-10T00:00:00.000,40.713737,-73.997991,103.0,1.0,29.0,1001726.0,1001627501.0,Chinatown,222
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,162,1025,RB,"7 CHATHAM SQUARE, 503",10038,0.0,1.0,1.0,0,0,1899.0,4,RB,930000,2019-08-20T00:00:00.000,40.713737,-73.997991,103.0,1.0,29.0,1001726.0,1001627501.0,Chinatown,503
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,197,1023,RB,"109 LAFAYETTE STREET, C-4",10013,0.0,1.0,1.0,0,0,1907.0,4,RB,130000,2019-06-26T00:00:00.000,40.718087,-74.00083,101.0,1.0,31.0,1075741.0,1001977501.0,SoHo-TriBeCa-Civic Center-Little Italy,C-4
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,197,1024,RB,"109 LAFAYETTE STREET, C-5",10013,0.0,1.0,1.0,0,0,1907.0,4,RB,180000,2019-06-26T00:00:00.000,40.718087,-74.00083,101.0,1.0,31.0,1075741.0,1001977501.0,SoHo-TriBeCa-Civic Center-Little Italy,C-5
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,197,1196,RB,"139 CENTRE STREET, 715",10013,0.0,1.0,1.0,0,0,1911.0,4,RB,1200000,2019-08-08T00:00:00.000,40.717217,-74.000602,101.0,1.0,31.0,1002357.0,1001977502.0,SoHo-TriBeCa-Civic Center-Little Italy,715
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,199,1022,RB,"210 CANAL STREET, 401",10013,0.0,1.0,1.0,0,0,,4,RB,550000,2019-07-22T00:00:00.000,40.717247,-73.99917,103.0,1.0,29.0,1085449.0,1001997501.0,Chinatown,401
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,199,1032,RB,210 CANAL STREET,10013,0.0,1.0,1.0,0,0,,4,RB,0,2019-11-01T00:00:00.000,40.717247,-73.99917,103.0,1.0,29.0,1085449.0,1001997501.0,Chinatown,411
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,199,1042,RB,"210 CANAL STREET, 510",10013,0.0,1.0,1.0,0,0,,4,RB,655000,2019-04-05T00:00:00.000,40.717247,-73.99917,103.0,1.0,29.0,1085449.0,1001997501.0,Chinatown,510
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,201,1037,RB,"13 ELIZABETH STREET, 112",10013,0.0,1.0,1.0,0,0,,4,RB,500000,2019-02-28T00:00:00.000,40.715848,-73.997428,103.0,1.0,29.0,1002415.0,1002017501.0,Chinatown,112
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,201,1038,RB,"13 ELIZABETH STREET, 113",10013,0.0,1.0,1.0,0,0,,4,RB,500000,2019-02-28T00:00:00.000,40.715848,-73.997428,103.0,1.0,29.0,1002415.0,1002017501.0,Chinatown,113
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,201,1043,RB,"13-17 ELIZABETH STREET, 118",10013,0.0,1.0,1.0,0,0,,4,RB,560000,2019-07-09T00:00:00.000,40.715848,-73.997428,103.0,1.0,29.0,1002415.0,1002017501.0,Chinatown,118
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,201,1072,RB,"13 ELIZABETH STREET, 504",10013,0.0,1.0,1.0,0,0,,4,RB,1900000,2019-06-21T00:00:00.000,40.715848,-73.997428,103.0,1.0,29.0,1002415.0,1002017501.0,Chinatown,504
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,201,1073,RB,"13 ELIZABETH STREET, 505",10013,0.0,1.0,1.0,0,0,,4,RB,1900000,2019-06-21T00:00:00.000,40.715848,-73.997428,103.0,1.0,29.0,1002415.0,1002017501.0,Chinatown,505
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,201,1074,RB,"13 ELIZABETH STREET, 506",10013,0.0,1.0,1.0,0,0,,4,RB,1900000,2019-06-21T00:00:00.000,40.715848,-73.997428,103.0,1.0,29.0,1002415.0,1002017501.0,Chinatown,506
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,201,1093,RB,"13-17 ELIZABETH STREET, 705",10013,0.0,1.0,1.0,0,0,,4,RB,1028000,2019-08-21T00:00:00.000,40.715848,-73.997428,103.0,1.0,29.0,1002415.0,1002017501.0,Chinatown,705
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,204,1107,RB,"53 ELIZABETH STREET, 3B",10013,0.0,1.0,1.0,0,0,1915.0,4,RB,1340000,2019-03-27T00:00:00.000,40.717094,-73.996652,102.0,1.0,41.0,1002619.0,1002047502.0,SoHo-TriBeCa-Civic Center-Little Italy,3B
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,238,1232,RB,"128 MOTT STREET, 509",10013,0.0,1.0,1.0,0,0,,4,RB,732145,2019-06-25T00:00:00.000,40.718362,-73.996793,102.0,1.0,41.0,1087662.0,1002387501.0,SoHo-TriBeCa-Civic Center-Little Italy,509
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,238,1233,RB,"128 MOTT STREET, 510",10013,0.0,1.0,1.0,0,0,,4,RB,690575,2019-05-31T00:00:00.000,40.718362,-73.996793,102.0,1.0,41.0,1087662.0,1002387501.0,SoHo-TriBeCa-Civic Center-Little Italy,510
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,238,1235,RB,"128 MOTT STREET, 602",10013,0.0,1.0,1.0,0,0,,4,RB,2050000,2019-08-26T00:00:00.000,40.718362,-73.996793,102.0,1.0,41.0,1087662.0,1002387501.0,SoHo-TriBeCa-Civic Center-Little Italy,602
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,279,1106,RB,"11 EAST BROADWAY, 4C",10038,0.0,1.0,1.0,0,0,1991.0,4,RB,809875,2019-03-06T00:00:00.000,40.713435,-73.997533,103.0,1.0,27.0,1003379.0,1002797502.0,Chinatown,4C
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,279,1108,RB,"11 EAST BROADWAY, 5A",10038,0.0,1.0,1.0,0,0,1991.0,4,RB,691814,2019-02-28T00:00:00.000,40.713435,-73.997533,103.0,1.0,27.0,1003379.0,1002797502.0,Chinatown,5A
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,279,1125,RB,"11 EAST BROADWAY, 10A",10038,0.0,1.0,1.0,0,0,1991.0,4,RB,4130766,2019-02-19T00:00:00.000,40.713435,-73.997533,103.0,1.0,27.0,1003379.0,1002797502.0,Chinatown,10A
1,CHINATOWN,43 CONDO OFFICE BUILDINGS,4,279,1133,RB,"11 EAST BROADWAY, 5D",10038,0.0,1.0,1.0,0,0,1991.0,4,RB,1695259,2019-02-28T00:00:00.000,40.713435,-73.997533,103.0,1.0,27.0,1003379.0,1002797502.0,Chinatown,5D
1,CHINATOWN,46 CONDO STORE BUILDINGS,4,280,1027,RK,"17-23 EAST BROADWAY, 406",10002,0.0,1.0,1.0,0,0,1899.0,4,RK,460000,2019-04-15T00:00:00.000,40.713493,-73.996894,103.0,1.0,8.0,1003432.0,1002807501.0,Chinatown,406
1,CHINATOWN,46 CONDO STORE BUILDINGS,4,280,1034,RK,"17 EAST BROADWAY, 506",10002,0.0,1.0,1.0,0,0,1899.0,4,RK,670000,2019-02-28T00:00:00.000,40.713493,-73.996894,103.0,1.0,8.0,1003432.0,1002807501.0,Chinatown,506
1,CHINATOWN,46 CONDO STORE BUILDINGS,4,292,1101,RK,"86 CANAL STREET, M1",10002,0.0,1.0,1.0,0,0,2012.0,4,RK,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,M1
1,CHINATOWN,46 CONDO STORE BUILDINGS,4,292,1102,RK,"86 CANAL STREET, S1",10002,0.0,1.0,1.0,0,0,2012.0,4,RK,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,S1
1,CHINATOWN,46 CONDO STORE BUILDINGS,4,292,1107,RK,"86 CANAL STREET, S6",10002,0.0,1.0,1.0,0,0,2012.0,4,RK,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,S6
1,CHINATOWN,46 CONDO STORE BUILDINGS,4,292,1108,RK,"86 CANAL STREET, S7",10002,0.0,1.0,1.0,0,0,2012.0,4,RK,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,S7
1,CHINATOWN,46 CONDO STORE BUILDINGS,4,292,1109,RK,"86 CANAL STREET, S8",10002,0.0,1.0,1.0,0,0,2012.0,4,RK,0,2019-09-30T00:00:00.000,40.715389,-73.993536,103.0,1.0,16.0,1088640.0,1002927502.0,Chinatown,S8
1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE,4,172,1483,RS,"50 FRANKLIN STREET, S6A",10013,0.0,1.0,1.0,0,0,2007.0,4,RS,988000,2019-03-27T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,S6A
1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE,4,172,1484,RS,"50 FRANKLIN STREET, S6B",10013,0.0,1.0,1.0,0,0,2007.0,4,RS,875000,2019-06-17T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,S6B
1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE,4,172,1490,RS,"50 FRANKLIN STREET, S9B",10013,0.0,1.0,1.0,0,0,2007.0,4,RS,1590000,2019-06-21T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,S9B
1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE,4,172,1496,RS,"50 FRANKLIN STREET, S12B",10013,0.0,1.0,1.0,0,0,2007.0,4,RS,999000,2019-09-09T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,S12B
1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE,4,172,1509,RS,"50 FRANKLIN STREET, S19A",10013,0.0,1.0,1.0,0,0,2007.0,4,RS,1562500,2019-07-15T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,S19A
1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE,4,172,1530,RS,"50 FRANKLIN STREET, S29B",10013,0.0,1.0,1.0,0,0,2007.0,4,RS,1120000,2019-08-21T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,S29B
1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS,2,117,1,D4,"165 PARK ROW, 2F",10038,,,,,,1960.0,2,D4,421742,2019-10-22T00:00:00.000,40.713059,-74.000588,103.0,1.0,27.0,1077407.0,1001170001.0,Chinatown,
1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS,2,117,1,D4,"165 PARK ROW, 5F",10038,,,,,,1960.0,2,D4,1385000,2019-03-07T00:00:00.000,40.713059,-74.000588,103.0,1.0,27.0,1077407.0,1001170001.0,Chinatown,
1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS,2,117,1,D4,"165 PARK ROW, 17B",10038,,,,,,1960.0,2,D4,990000,2019-07-26T00:00:00.000,40.713059,-74.000588,103.0,1.0,27.0,1077407.0,1001170001.0,Chinatown,
